x,y,cluster
59985,54614,3
57490,50448,3
59352,48444,2
58417,52216,3
60418,51972,3
58854,52919,3
60774,53105,3
61213,49916,3
55095,52085,3
57194,52148,3
61975,52117,3
58438,51888,3
59017,51283,3
60119,54375,3
59899,50243,3
62409,53289,3
59807,48360,2
60373,53833,3
60248,51796,3
60684,53227,3
61369,51251,3
58147,53037,3
59753,52591,3
60652,51129,3
59461,51341,3
58158,49589,3
61310,49722,3
59200,52802,3
59593,51890,3
56593,51088,3
59163,55436,3
60981,52675,3
60806,52983,3
59334,48886,3
57234,52296,3
62246,51019,3
60982,50994,3
61562,49999,3
59552,50865,3
59088,53114,3
59087,49401,3
57564,52301,3
61744,53939,3
58386,54126,3
60678,50751,3
57622,49400,3
60525,50455,3
59770,52990,3
59152,52109,3
58007,51251,3
60072,51501,3
61512,52776,3
60005,50898,3
60165,49050,3
59865,51003,3
58335,50170,3
58052,52197,3
62430,53034,3
60343,52190,3
59949,51416,3
60403,53557,3
57196,52798,3
60011,49886,3
57242,49888,3
56580,50897,3
56608,53024,3
58583,52766,3
58547,53001,3
62336,54289,3
64691,50948,3
57681,51657,3
60945,52204,3
58014,53809,3
61347,49963,3
60564,52271,3
59474,51569,3
59922,51370,3
60617,52220,3
58855,51176,3
57548,53060,3
57486,51799,3
62641,51926,3
59666,52447,3
61682,51161,3
58859,51826,3
59471,50576,3
59316,50743,3
58702,51112,3
58906,50218,3
58633,54156,3
59252,49744,3
62330,52499,3
60574,51754,3
60484,51739,3
60563,49392,3
60013,52410,3
57890,53523,3
59797,51090,3
58670,51762,3
60313,49557,3
56378,51069,3
58622,50401,3
58860,51752,3
61255,52264,3
58647,53533,3
62442,52636,3
61004,52248,3
56054,52169,3
60445,52542,3
59447,51355,3
58059,53563,3
57587,52335,3
60038,53227,3
59047,53225,3
60163,52927,3
57061,49822,3
58286,52031,3
59838,50740,3
60235,50875,3
59972,50086,3
61787,53406,3
60086,50479,3
59818,50359,3
59427,51337,3
59379,48500,2
58801,52767,3
58936,51829,3
58176,53199,3
59128,50589,3
59307,52419,3
61265,51193,3
59533,51023,3
60657,50999,3
57791,52937,3
60801,50837,3
60502,53335,3
60320,49012,3
59457,52582,3
58792,52100,3
57652,51718,3
57388,51212,3
58281,54245,3
62349,52922,3
57964,48880,3
59620,52129,3
43478,45608,11
45419,45927,11
46656,46590,11
45018,45803,11
43759,44307,11
42188,44864,11
43054,45478,11
45434,43766,11
44946,42258,11
43835,45332,11
43462,45636,11
44202,45854,11
45537,45294,11
44871,46713,11
43519,46607,11
45255,49117,11
45792,44032,11
43714,42881,11
44310,46642,11
45233,43756,11
44444,44968,11
43338,46099,11
42970,46238,11
41967,46740,11
44441,45522,11
44777,44263,11
44436,47374,11
43155,45637,11
45590,45829,11
44781,45786,11
43601,46919,11
46305,45959,11
41869,44010,11
43346,44722,11
42205,44895,11
44128,43566,11
42729,46022,11
44993,47285,11
43292,46926,11
43911,45724,11
43953,45891,11
45779,47297,11
42357,44214,11
44328,43843,11
42809,47544,11
43157,42754,11
43925,45390,11
43115,47237,11
43073,45662,11
45030,47358,11
44305,47441,11
44191,46111,11
45748,45373,11
41650,44288,11
42350,45677,11
44121,45686,11
42073,47804,11
43537,44164,11
45307,46959,11
44906,44367,11
45483,49576,11
46259,47739,11
45462,46015,11
44314,46552,11
44773,44472,11
44108,47308,11
44630,45910,11
44403,45462,11
45455,47051,11
44222,47283,11
44720,46277,11
41762,45856,11
44441,44084,11
46080,45581,11
44860,45401,11
45467,46484,11
43637,47501,11
44730,44597,11
45639,46267,11
45155,46300,11
42885,43424,11
41809,46177,11
44570,47080,11
45621,43643,11
43997,43614,11
45602,47699,11
45323,45375,11
44009,45753,11
45568,45030,11
41393,47923,11
44731,45782,11
45463,44569,11
40980,46486,11
43674,44582,11
45222,46187,11
44653,46583,11
41685,46400,11
43546,46236,11
46164,46580,11
45144,44224,11
44657,45522,11
45636,44805,11
43893,45804,11
46325,46465,11
43637,46126,11
44980,46433,11
43154,46704,11
46369,46355,11
45492,45184,11
43310,47950,11
45171,45436,11
44134,45523,11
45170,46219,11
44343,46331,11
44628,44128,11
45053,41413,11
43236,42815,11
42442,46509,11
43759,47038,11
45990,47668,11
42589,46455,11
43547,46694,11
41543,44527,11
44149,46507,11
43133,44100,11
43126,46942,11
45410,45844,11
45070,46149,11
45122,46441,11
44795,45763,11
44955,44084,11
45013,46448,11
43759,46136,11
45917,46768,11
44147,47245,11
45202,45985,11
40567,45043,15
41319,43486,15
46559,46467,11
46176,44368,11
45222,44704,11
42722,46767,11
41645,44900,11
43028,46704,11
43797,45072,11
43056,45372,11
41745,43699,11
47649,44608,11
45236,46488,11
46727,44810,11
37419,43143,15
37688,42247,15
38376,43893,15
36237,45217,15
38722,44656,15
38742,45054,15
38421,45050,15
37021,45533,15
37149,42966,15
36392,42287,15
36035,44994,15
37456,43316,15
36940,44599,15
38839,45059,15
38276,44131,15
40551,43121,15
35426,43662,15
37080,44440,15
38532,46215,15
38633,44936,15
38642,43168,15
39339,43794,15
38452,41706,15
37408,42437,15
36730,42052,15
39154,45425,15
39714,43112,15
39198,44876,15
35566,43812,15
38652,43589,15
38257,43698,15
36061,44909,15
39127,44669,15
38187,42502,15
38313,42918,15
36147,45864,15
39845,43456,15
41604,45123,11
36236,42655,15
36689,41595,15
38541,45422,15
38141,42987,15
39051,42209,15
37956,45047,15
35422,43143,15
36552,42273,15
41287,43899,15
39519,44357,15
36873,44927,15
38370,43590,15
38020,42414,15
36792,46817,15
38472,44317,15
36964,44248,15
36798,43188,15
37909,44007,15
37898,42264,15
37621,44330,15
35834,41572,15
35738,47404,17
37356,43223,15
37533,46903,15
36513,41768,15
34472,44986,15
35499,44956,15
36848,44872,15
38384,44349,15
36227,42607,15
39468,45148,15
36477,43178,15
38840,47026,15
37168,42902,15
39130,44427,15
36148,42756,15
34465,45660,15
38121,42817,15
41173,45297,11
39118,43300,15
37594,43236,15
39978,47150,15
34263,44388,15
37344,45244,15
35668,45488,15
38895,46953,15
36736,41209,15
37139,46473,15
39769,44240,15
37555,48222,17
38628,42083,15
36138,45361,15
37989,44472,15
36908,44224,15
33901,42137,15
36302,41425,15
37457,45359,15
35407,45071,15
37611,43696,15
37488,43554,15
36494,44775,15
36028,44106,15
37862,44856,15
40421,43286,15
36328,41576,15
37066,46005,15
37452,45645,15
40608,42385,15
37533,45788,15
36006,44533,15
34763,47185,17
37961,43017,15
38628,42425,15
35529,42411,15
39743,44229,15
36956,41087,15
35990,44312,15
37781,43675,15
38162,42849,15
38631,42382,15
39806,44052,15
38792,42731,15
36207,44053,15
36670,43457,15
35812,44237,15
37933,44275,15
36655,43690,15
41421,45183,11
36624,43557,15
37216,42103,15
38471,45196,15
37423,43821,15
38879,43601,15
36314,42899,15
38046,43222,15
38334,44983,15
37281,43566,15
36633,45907,15
36104,44858,15
38928,44200,15
37878,44712,15
36730,46380,15
37712,41709,15
38167,44955,15
37277,43318,15
37223,44069,15
39717,45768,15
35514,43719,15
36436,42042,15
38171,43484,15
38156,42125,15
36941,45215,15
35579,48814,17
37634,49608,17
36225,48957,17
34355,49584,17
36650,49853,17
35241,51921,17
33990,50289,17
35412,50437,17
37225,51572,17
34150,49267,17
33253,51495,17
36105,51866,17
34822,51148,17
38237,48625,17
36039,48341,17
34297,47566,17
32678,49616,17
37350,50837,17
35002,47288,17
35272,50981,17
35964,51413,17
35483,51071,17
37530,50158,17
33031,49839,17
36249,48621,17
37262,48931,17
36821,50119,17
37033,49325,17
34168,50938,17
34843,49771,17
37561,49995,17
36796,52430,17
36192,49919,17
35770,52042,17
34686,49648,17
36048,49597,17
35565,48339,17
35546,49505,17
38017,49279,17
37639,51837,17
35339,47420,17
38382,50918,17
35671,48294,17
33398,51137,17
37861,51564,17
32927,49254,17
35706,52352,17
37843,47251,15
36509,47537,17
36854,51151,17
35189,50295,17
38406,50159,17
34709,49183,17
37294,50423,17
35400,49266,17
36094,47907,17
38961,50227,17
35159,50779,17
35939,49289,17
38855,49311,17
35227,48318,17
35781,49561,17
37371,50259,17
35080,47863,17
34416,49861,17
34118,47242,17
37140,50855,17
34842,51826,17
36632,50048,17
35660,50287,17
35736,50946,17
36861,48856,17
36427,47279,17
36048,49799,17
35227,50595,17
33610,47960,17
34968,49788,17
34845,46900,17
35024,48489,17
36339,51173,17
34466,48775,17
38087,50225,17
36443,51660,17
33720,49736,17
35539,50166,17
35419,49363,17
35945,49817,17
36246,51152,17
36307,50278,17
36381,52770,17
36988,51376,17
36844,49197,17
35763,53479,17
34452,49372,17
36683,51494,17
34557,49672,17
37730,52956,17
36351,49891,17
33688,51396,17
35642,50452,17
33588,49671,17
34530,49906,17
33187,50018,17
32941,47506,19
37958,47446,17
34185,51296,17
31544,51040,17
34534,50571,17
33711,49295,17
35069,49627,17
36077,51330,17
34309,50421,17
34612,50949,17
37262,49369,17
37673,49210,17
37296,49056,17
35860,51362,17
36089,50994,17
32563,49750,17
34552,51425,17
36578,48187,17
36380,52882,17
34179,51422,17
37032,49709,17
32539,50210,17
35552,48305,17
37884,50585,17
34466,50054,17
36875,49080,17
34891,51236,17
36511,50864,17
34829,50197,17
36892,52297,17
35829,51420,17
34882,52761,17
34294,51247,17
35103,50857,17
37587,52358,17
34707,50043,17
36536,50600,17
36059,49522,17
37330,47493,17
36155,46086,15
35458,49189,17
38302,47823,17
34539,48042,17
35942,48277,17
34071,46853,17
37009,50665,17
38026,49433,17
30675,45875,19
30226,45636,19
28960,43900,19
29217,46188,19
30475,46664,19
31713,42464,19
33218,47967,17
29143,44064,19
28126,45449,19
30038,41895,19
30739,46310,19
29558,46597,19
31896,46740,19
30517,46707,19
29210,43704,19
28471,44259,19
29530,46416,19
30682,45890,19
29819,47338,19
30642,44576,19
31737,43229,19
27470,46279,19
29989,43024,19
30491,41203,19
31052,44147,19
32661,43644,19
30196,46361,19
31796,47101,19
31503,46222,19
35614,43967,15
28084,44238,19
30778,45509,19
31788,45290,19
33695,46149,19
30676,44504,19
30775,47047,19
33363,45845,19
30177,45673,19
30718,44320,19
32597,45301,19
32054,44723,19
30608,45304,19
30150,45514,19
29362,47441,19
28155,45255,19
32486,45285,19
31524,44845,19
32405,46570,19
31145,45032,19
30406,42221,19
30378,43157,19
31392,45745,19
31258,45528,19
30153,43073,19
31803,46564,19
32331,43438,19
28880,45886,19
29106,43182,19
30371,41309,19
30169,46439,19
31402,46870,19
29600,45499,19
30568,47317,19
31713,45798,19
30308,43899,19
30056,46474,19
31518,45790,19
31378,46911,19
28892,44763,19
30089,44084,19
31846,45640,19
31451,44728,19
31792,46103,19
30975,44646,19
31857,46295,19
31927,45410,19
30762,45322,19
28376,40273,19
29306,45710,19
31804,46189,19
30821,42973,19
30897,43545,19
30736,46717,19
27766,44204,19
30728,45467,19
29332,46456,19
31226,44887,19
30403,46958,19
31207,45861,19
29722,45294,19
29544,45272,19
30413,43945,19
32592,43841,19
31658,45403,19
28687,45223,19
30273,44274,19
29649,45100,19
30242,43888,19
30001,43057,19
31469,44399,19
31734,46293,19
30194,43974,19
28679,44857,19
31805,47786,19
29639,43920,19
30786,43828,19
30138,45972,19
31645,47208,19
29481,45044,19
30664,43973,19
29237,44457,19
29241,45255,19
30956,44177,19
30418,44657,19
33186,43524,19
32604,42927,19
30760,45924,19
29000,46113,19
30500,45100,19
32691,45377,19
33747,47399,17
29227,43639,19
28256,46556,19
31224,44430,19
29669,44764,19
31589,43691,19
30752,42842,19
29480,44494,19
29536,45838,19
29841,45013,19
29438,45456,19
29523,45164,19
34312,48755,17
29750,44627,19
30250,43330,19
29914,44719,19
31364,46251,19
34201,45579,19
29922,47165,19
29989,44983,19
31509,44947,19
29334,44178,19
31176,45220,19
29877,45141,19
31080,43735,19
28598,42577,19
30250,44975,19
30980,45062,19
31263,44804,19
30558,42982,19
23546,44360,23
25573,44780,23
21532,47321,23
24237,44158,23
23150,45300,23
24230,43575,23
24182,42995,23
25497,44630,23
24340,44827,23
24089,45670,23
24853,44478,23
21937,44614,23
20206,44751,23
24014,44873,23
21687,44979,23
21910,43685,23
22857,44913,23
23965,43943,23
25894,44842,23
22628,46075,23
25419,43906,23
23581,45323,23
23317,46060,23
23142,45358,23
22111,46728,23
21778,45368,23
21180,46364,23
21778,43648,23
23262,45277,23
24619,43309,23
21823,46630,23
23171,43916,23
24986,45528,23
21894,45553,23
23642,45424,23
24368,44559,23
22821,45763,23
20705,45156,23
22593,45289,23
23196,42015,23
21889,45210,23
23114,43770,23
20960,43907,23
22358,44973,23
21348,47547,23
20459,45221,23
23395,45244,23
23223,45774,23
23398,43760,23
24262,42826,23
24041,46280,23
22984,45050,23
20993,44150,23
22116,47089,23
22296,44995,23
23089,45196,23
20887,43671,23
22731,44689,23
20848,44658,23
22850,45783,23
23292,44226,23
24581,42479,23
24009,40481,23
24431,44071,23
25890,42857,23
23364,44594,23
23560,45345,23
22335,44581,23
23525,44402,23
23472,42592,23
21585,44932,23
20582,45959,23
25500,47603,23
20910,46307,23
23086,44507,23
24480,44200,23
24217,45276,23
25177,42247,23
23661,43901,23
23530,46214,23
24222,46031,23
23540,46249,23
22653,42993,23
21390,45195,23
23972,42333,23
25901,45959,23
23049,46303,23
24173,42512,23
24429,44491,23
22692,46645,23
22943,46047,23
23296,41980,23
22009,45047,23
26138,44924,23
21295,43673,23
21975,45075,23
23609,44895,23
23460,47149,23
23302,45363,23
24028,45179,23
24885,46243,23
24134,44700,23
22102,42383,23
24732,44326,23
22650,44599,23
23958,43121,23
24637,44635,23
23443,44200,23
24538,43590,23
22753,44896,23
22988,44118,23
20058,45994,23
20242,44737,23
25485,47105,23
21892,44677,23
25214,45978,23
27034,45408,19
22228,43134,23
24676,43516,23
22714,45420,23
21762,43634,23
20656,43529,23
25217,45683,23
23000,44680,23
22065,46398,23
23656,46993,23
21105,45331,23
23451,44560,23
25001,45627,23
22208,47545,23
24559,45955,23
23380,43227,23
22711,44137,23
27120,46386,19
25359,46497,23
21313,45338,23
20796,45252,23
26277,46870,23
24322,44460,23
24053,47675,23
24655,43256,23
23468,44180,23
20234,45802,23
23232,45993,23
23335,44159,23
25373,45642,23
25030,44573,23
22267,42799,23
24209,47858,23
21951,43577,23
56176,36609,5
59462,34644,5
57364,38191,5
58261,39244,5
55214,34719,5
56892,36749,5
55705,35150,5
59028,34433,5
51119,34201,5
54092,34141,5
54902,35784,5
56619,39634,6
57706,36957,5
58015,33030,5
58207,32668,5
54759,34673,5
56262,31753,5
57302,35955,5
53683,36353,5
56654,34800,5
56001,35127,5
51819,34952,5
53589,34387,5
55126,35679,5
55951,35172,5
55962,36357,5
57090,35856,5
55961,36119,5
57952,35957,5
54804,34530,5
56079,35838,5
55264,37963,5
56912,35113,5
55952,34236,5
54560,35032,5
56076,35702,5
56576,35512,5
54915,34318,5
57466,37210,5
56290,36371,5
55884,33627,5
54867,34149,5
57676,32271,5
54736,36726,5
55909,35079,5
52540,35742,5
55673,36783,5
56571,36615,5
56853,36827,5
56634,36092,5
54797,34991,5
56083,34642,5
57324,34734,5
56644,33949,5
56599,31660,5
56909,34845,5
55175,36385,5
55355,35132,5
57163,32632,5
54656,35199,5
55689,35957,5
56210,37841,5
56420,33286,5
57009,36334,5
57114,36454,5
55423,35207,5
54628,35291,5
55716,34829,5
55690,36922,5
58721,31746,5
57952,36070,5
51985,34337,5
58641,32430,5
56192,35316,5
56985,35542,5
56465,36117,5
57200,35693,5
55891,34988,5
58275,34756,5
56789,33822,5
55176,34355,5
58714,33665,5
55969,36361,5
57499,36311,5
56688,33167,5
54920,35189,5
58069,35003,5
55914,37384,5
55815,35267,5
57936,38129,5
56861,35184,5
56861,38405,5
54781,34591,5
55682,34915,5
54042,36812,5
56237,35712,5
55828,33876,5
56932,34467,5
55823,36440,5
54195,36520,5
57430,34173,5
52061,36486,5
56465,35823,5
55387,34283,5
56115,34542,5
58287,35455,5
58122,34536,5
54879,35558,5
56704,37607,5
54624,33896,5
55040,35677,5
56966,36054,5
55765,34591,5
54698,36576,5
54640,37322,5
56910,36503,5
56505,34457,5
55554,34429,5
55308,34833,5
54795,38573,5
58551,34542,5
58552,34610,5
54441,36098,5
55130,32613,5
57531,34633,5
57117,35949,5
53109,36784,5
55451,34185,5
55902,34462,5
56280,36718,5
60540,34103,5
57818,36474,5
55106,35479,5
57263,34076,5
56080,35833,5
56863,33600,5
58485,35736,5
52366,33053,5
57484,33755,5
52702,37078,5
54155,33837,5
54147,34725,5
55576,35700,5
55113,34231,5
56397,33198,5
56312,34576,5
55244,36679,5
57107,35175,5
56661,33449,5
56695,34640,5
56617,59228,4
57407,59011,4
58901,60114,4
57352,60812,4
59438,56138,4
57806,56025,4
56503,61166,4
56656,59358,4
60170,57766,4
58685,61322,4
57369,60485,4
55600,58573,4
57043,58533,4
59247,57869,4
58089,61808,4
57935,60848,4
56349,57876,4
56204,60259,4
57641,60726,4
60182,57521,4
60022,56705,4
59962,57459,4
58378,59625,4
59183,58245,4
60186,59053,4
56402,60540,4
56630,61148,4
55643,56983,4
57911,59161,4
59977,60098,4
57235,58560,4
58478,61185,4
57070,61127,4
58937,59801,4
60236,58666,4
59205,61100,4
59632,59033,4
58405,58920,4
57021,59529,4
58016,59802,4
57012,58442,4
57109,59398,4
58320,58589,4
56113,58391,4
59556,56505,4
56852,60804,4
56330,57895,4
55965,58019,4
56902,58672,4
57580,59406,4
58353,62374,4
56977,59124,4
56207,58396,4
56837,58776,4
57860,58007,4
59493,59925,4
56965,55756,4
58453,57611,4
60288,59039,4
56472,60292,4
57270,58393,4
57411,57810,4
54495,56286,4
57471,60708,4
57040,59231,4
55069,58403,4
58582,60563,4
58507,59221,4
55963,58727,4
58266,59937,4
58350,59869,4
57996,57100,4
58359,59267,4
56736,59120,4
57191,58526,4
58178,57912,4
58133,59559,4
60144,59867,4
58858,58838,4
58041,57627,4
57871,57993,4
57937,57398,4
59274,57515,4
58686,58126,4
56089,59453,4
59235,59746,4
59003,61704,4
57100,58084,4
58711,59506,4
56822,57104,4
56951,60091,4
58351,58972,4
54707,58958,4
56907,60861,4
56458,62279,4
56179,60407,4
59771,58620,4
57474,61592,4
59145,57682,4
58755,58852,4
58171,59816,4
58955,59061,4
60558,58668,4
60861,60660,4
56223,58061,4
55315,59105,4
59297,57367,4
57811,61984,4
58264,58004,4
56017,58866,4
57858,56213,4
57465,60338,4
59063,61023,4
56919,61704,4
57420,56995,4
56193,57306,4
59212,58881,4
59520,57478,4
58805,58937,4
58643,62544,4
60648,59950,4
57662,59776,4
58328,59426,4
59150,57549,4
61702,59116,4
55775,60586,4
60172,57152,4
57689,60812,4
55641,58329,4
55762,60953,4
58683,56655,4
57150,58278,4
57181,60791,4
60349,57522,4
58681,58891,4
58624,59242,4
57407,59508,4
54651,60660,4
58807,58596,4
59630,59564,4
57108,59720,4
56242,59503,4
58202,60472,4
57838,58760,4
56085,59393,4
55757,59177,4
58911,56004,4
56167,58614,4
60299,57769,4
59461,57251,4
35512,36208,18
33376,36551,18
33828,36597,18
36931,33530,18
36370,38758,18
36729,36670,18
33514,34146,18
36407,35495,18
35630,35459,18
34820,37180,18
34921,35483,18
37318,35818,18
37576,34698,18
36717,38099,18
38530,37831,18
39377,39534,15
33950,37142,18
34990,35506,18
34783,33974,18
36192,38539,18
34219,37328,18
34555,35089,18
34158,36693,18
36053,35896,18
36195,37293,18
36958,38782,18
35325,37788,18
35221,36740,18
34808,33214,18
35643,36981,18
38225,37518,18
36711,36937,18
35197,38633,18
35500,37367,18
35899,36838,18
35269,35770,18
36065,35605,18
38896,38874,18
35552,35365,18
34086,35320,18
34657,37659,18
36377,38481,18
36208,36470,18
36174,35366,18
35185,36969,18
36226,39249,18
34648,35191,18
36476,38652,18
35034,37601,18
32973,36846,18
34943,35113,18
36629,38099,18
37612,38699,18
35600,34522,18
35161,35366,18
34184,37127,18
33194,36579,18
37311,37517,18
38567,35265,18
35982,34177,18
37489,35913,18
31762,39479,18
35747,35961,18
35928,38445,18
35638,32848,18
37050,38142,18
33116,38702,18
34633,34884,18
34746,37190,18
33487,38175,18
35714,35353,18
36116,35530,18
37434,37095,18
35150,37142,18
32495,35895,18
34964,36011,18
35946,35699,18
36199,36941,18
33997,35399,18
35602,35147,18
34553,36316,18
38155,36389,18
35358,36948,18
33790,38439,18
36047,36617,18
34123,37958,18
35751,36873,18
34499,35534,18
34955,36224,18
32527,34568,18
34988,36892,18
37289,35052,18
34333,37089,18
36922,38430,18
36639,38543,18
35862,37994,18
35706,35668,18
35082,36107,18
