x,y,cluster
54010,604928,7
54006,731303,8
53986,730404,8
53983,578109,6
53969,355799,4
53956,901833,10
53940,73133,1
53932,133547,2
53925,378511,4
53925,44682,1
53906,932166,10
53875,432915,5
53869,830949,9
53864,619606,7
53829,494180,5
53828,563662,6
53813,432066,5
53806,381005,4
53774,528075,6
53772,697707,8
53761,99624,1
53744,84620,1
53711,474512,5
53708,453256,5
53696,546722,6
53693,100451,1
53691,517769,6
53682,95844,1
53672,443937,5
53667,489100,5
53655,335120,4
53654,829160,9
53651,456952,5
53634,308188,3
53619,298878,3
53617,867594,10
53616,815127,9
53607,649488,7
53599,614726,7
53578,88048,1
53570,798698,9
53553,277210,3
53521,91382,1
53503,618770,7
53491,431323,5
53471,679986,7
53468,262039,3
53436,840104,9
53432,196218,2
53418,91038,1
53410,163869,2
53396,663140,7
53390,373088,4
53387,94776,1
53381,452274,5
53363,729214,8
53358,943005,10
53351,183293,2
53346,216569,2
53321,816786,9
53289,773926,9
53281,727034,8
53276,275588,3
53266,363560,4
53266,259359,3
53242,635445,7
53229,502108,6
53220,888862,10
53202,844349,9
53200,433277,5
53182,174190,2
53182,308738,3
53176,938894,10
53137,249310,3
53134,334492,4
53134,247523,3
53124,610156,7
53115,753915,8
53106,762702,8
53062,342375,4
53033,357381,4
53019,442727,5
53002,761544,8
52990,229757,3
52983,78760,1
52958,835524,9
52939,99902,1
52926,81696,1
52920,831702,9
52919,295802,3
52911,693539,8
52887,889550,10
52859,525760,6
52846,180717,2
52813,515464,6
52810,235331,3
52806,442823,5
52804,228309,3
52792,628671,7
52789,392014,4
52754,623218,7
52752,648502,7
52736,84882,1
52730,808816,9
52726,812363,9
52722,615504,7
52673,95024,1
52666,109091,1
52633,47298,1
52606,767755,8
52595,72026,1
52581,714076,8
52575,823845,9
52562,597095,7
52552,225159,3
52551,626104,7
52540,526427,6
52519,200113,2
52515,436464,5
52505,275824,3
52488,188827,2
52479,132672,2
52475,138847,2
52474,270165,3
52450,343412,4
52436,289253,3
52428,927860,10
52415,319376,4
52412,493728,5
52410,428874,5
52385,343736,4
52354,81299,1
52318,555314,6
52317,800979,9
52298,529694,6
52292,116171,1
52280,873833,10
52278,734033,8
52267,637964,7
52263,848762,9
52260,256428,3
52183,287019,3
52180,374267,4
52177,764454,8
52158,901390,10
52134,547783,6
52077,85411,1
52042,933807,10
52038,919460,10
51990,100683,1
51989,165044,2
51979,276466,3
51973,799895,9
51970,551643,6
51954,246039,3
51953,589603,7
51951,433952,5
51941,308065,3
51939,432872,5
51922,650538,7
51913,933277,10
51901,834514,9
51887,199801,2
51886,156635,2
51853,530036,6
51829,753395,8
51825,614201,7
51811,540771,6
51811,550522,6
51808,902156,10
51808,440425,5
51807,362503,4
51783,217497,2
51752,951274,10
51748,795920,9
51745,409302,5
51731,912748,10
51718,865718,10
51717,882754,10
51713,933367,10
51696,383094,4
51686,826021,9
51676,885381,10
51652,811129,9
51650,553159,6
51649,399032,4
51648,500128,6
51600,852435,9
51597,514585,6
51585,356267,4
51582,469849,5
51558,819865,9
51556,181751,2
51547,454158,5
51535,331430,4
51533,244568,3
51527,613264,7
51517,578942,6
51500,477585,5
51495,552374,6
51480,724176,8
51419,221793,3
51418,53356,1
51385,732482,8
51369,732684,8
51336,602403,7
51319,86129,1
51316,351255,4
51302,814008,9
51297,288092,3
51291,381787,4
51249,669932,7
51243,898693,10
51227,889996,10
51206,748792,8
51195,153177,2
51186,67778,1
51149,155954,2
51124,809945,9
51116,186381,2
51092,80831,1
51053,566705,6
51034,559963,6
51029,714156,8
51028,436553,5
51019,781456,9
50997,522586,6
50997,711575,8
50985,249237,3
50971,438992,5
50968,766014,8
50953,109226,1
50944,637923,7
50927,513023,6
50918,819802,9
50917,429783,5
50903,727351,8
50893,183704,2
50881,336852,4
50877,703122,8
50869,570724,6
50861,337953,4
50849,120123,1
50816,721718,8
50802,395113,4
50792,185436,2
50778,386430,4
50777,94067,1
50776,538018,6
50775,462945,5
50762,695736,8
50756,720518,8
50751,122532,1
50727,221407,3
50716,823287,9
50703,520619,6
50694,452262,5
50609,187445,2
50558,140518,2
50537,438483,5
50530,848174,9
50524,677631,7
50502,156496,2
50484,772747,9
50466,728994,8
50465,151849,2
50454,188440,2
50452,95128,1
50434,251338,3
50404,334674,4
50394,364735,4
50378,750031,8
50376,885248,10
50352,90820,1
50346,199122,2
50339,808911,9
50327,593688,7
50315,924215,10
50283,385623,4
50283,200440,2
50268,600001,7
50258,735305,8
50224,468662,5
50206,629782,7
50201,76920,1
50170,97951,1
50169,717895,8
50165,643908,7
50146,720507,8
50103,408980,5
50087,194391,2
50085,786522,9
50084,695014,8
50066,256416,3
50053,457819,5
50052,898770,10
50048,194607,2
49978,695550,8
49976,66872,1
49975,143308,2
49956,884475,10
49955,478543,5
49952,168883,2
49950,150184,2
49942,722130,8
49940,391244,4
49935,167723,2
49932,447140,5
49920,745352,8
49908,435984,5
49875,400995,4
49862,104224,1
49854,364173,4
49850,270039,3
49846,166342,2
49846,536149,6
49844,108377,1
49839,698106,8
49838,442119,5
49820,624071,7
49812,913073,10
49810,202765,2
49808,322377,4
49804,828160,9
49799,363841,4
49798,648818,7
49795,790928,9
49794,425876,5
49785,725596,8
49776,518552,6
49770,87315,1
49769,820315,9
49757,439313,5
49744,757096,8
49696,84505,1
49673,605217,7
49619,904307,10
49605,63464,1
49597,633482,7
49593,503658,6
49583,497507,6
49571,911520,10
49555,113528,1
49549,346188,4
49526,563424,6
49525,161922,2
49510,68667,1
49491,819974,9
49409,914593,10
49373,809387,9
49361,133437,2
49336,841025,9
49324,66200,1
49317,923156,10
49317,647136,7
49315,572992,6
49281,717470,8
49271,188011,2
49261,49080,1
49221,433107,5
49210,547831,6
49209,883875,10
49208,818382,9
49205,594276,7
49197,286979,3
49175,746395,8
49140,814853,9
49137,820643,9
49126,738698,8
49100,439444,5
49098,260295,3
49073,353700,4
49057,347647,4
49050,623478,7
49045,724378,8
49044,739954,8
49016,665011,7
49016,456167,5
49006,916048,10
48984,442636,5
48981,42319,1
48964,382556,4
48959,114182,1
48938,652510,7
48930,275169,3
48902,56116,1
48901,878399,10
48899,286350,3
48876,311996,4
48864,709733,8
48860,87726,1
48856,435176,5
48834,40712,1
48833,210719,2
48803,68191,1
48789,558986,6
48784,345434,4
48782,100969,1
48773,917428,10
48741,532330,6
48725,696360,8
48710,122140,1
48702,653513,7
48699,809653,9
48696,716655,8
48689,361869,4
48680,646964,7
48626,155209,2
48626,749189,8
48601,733169,8
48569,737390,8
48562,112846,1
48560,198952,2
48525,844516,9
48497,921220,10
48483,896391,10
48422,180146,2
48415,425199,5
48389,897601,10
48383,769292,8
48372,110701,1
48360,902006,10
48360,786205,9
48358,285053,3
48358,67825,1
48351,169062,2
48339,351019,4
48303,719864,8
48258,204854,2
48255,738224,8
48251,532219,6
48229,542600,6
48178,89405,1
48146,703232,8
48134,634132,7
48129,173294,2
48127,723309,8
48127,905852,10
48022,383597,4
48001,598993,7
47991,411225,5
47988,732446,8
47966,829033,9
47952,82864,1
47928,449174,5
47921,414875,5
47910,909891,10
47868,268644,3
47852,119468,1
47833,275875,3
47822,250632,3
47770,85984,1
47764,622221,7
47753,922247,10
47737,476531,5
47726,765997,8
47692,612288,7
47692,601157,7
47687,801633,9
47685,32751,1
47681,64953,1
47676,805660,9
47662,550682,6
47618,897792,10
47593,262038,3
47587,905081,10
47545,812599,9
47531,93026,1
47530,440487,5
47495,868191,10
47480,62952,1
47386,363906,4
47355,252949,3
47347,825046,9
47313,468671,5
47294,643270,7
47283,633108,7
47271,348983,4
47266,242805,3
47246,441965,5
47245,632392,7
47228,109738,1
47165,286664,3
47162,96788,1
47143,249381,3
47118,47146,1
47115,421756,5
47113,795545,9
47055,539030,6
46998,904680,10
46970,918617,10
46966,732374,8
46965,254181,3
46959,909832,10
46892,388380,4
46872,784103,9
46845,166342,2
46818,460009,5
46808,728362,8
46786,915339,10
46777,454905,5
46767,78054,1
46756,757512,8
46751,231611,3
46702,901985,10
46694,630530,7
46651,664428,7
46640,329971,4
46632,640428,7
46610,130888,2
46607,139646,2
46575,556065,6
46574,300449,3
46551,584395,6
46549,500771,6
46533,701505,8
46527,807942,9
46468,294218,3
46449,604874,7
46446,455544,5
46444,497402,6
46434,361561,4
46421,163028,2
46391,848161,9
46378,454648,5
46346,80509,1
46305,453568,5
46295,87406,1
46265,715669,8
46155,25467,1
46099,104317,1
46087,728313,8
46086,659527,7
46062,743526,8
46050,214979,2
46044,188842,2
46036,252936,3
45974,567221,6
45942,323930,4
45934,125727,1
45918,588695,7
45903,407406,5
45871,912380,10
45867,145289,2
45789,137021,2
45784,64226,1
45765,525847,6
45755,252883,3
45717,298740,3
45714,178287,2
45706,164864,2
45698,452159,5
45666,499689,6
45650,910362,10
45640,803221,9
45628,691057,8
45608,751401,8
45583,749271,8
45538,173493,2
45535,829796,9
45531,368206,4
45512,95917,1
45489,348476,4
45388,587668,6
45381,464355,5
45353,324409,4
45345,572352,6
45343,884989,10
45302,787253,9
45288,534896,6
45277,468868,5
45246,267715,3
45236,570736,6
45204,255427,3
45190,725200,8
45185,275048,3
45159,180604,2
45154,699542,8
45146,245427,3
45146,814246,9
45112,645766,7
45103,650528,7
45025,88714,1
45023,366362,4
45021,543149,6
45020,501612,6
44905,243927,3
44904,637469,7
44887,690767,8
44882,625252,7
44882,239386,3
44855,452254,5
44803,720838,8
44799,923950,10
44798,387797,4
44746,190380,2
44738,803622,9
44728,817151,9
44726,86483,1
44590,285442,3
44589,387706,4
44547,361852,4
44516,407336,5
44484,102906,1
44475,553138,6
44390,613911,7
44379,75206,1
44354,908908,10
44331,821617,9
44321,908608,10
44299,360864,4
44272,156197,2
44244,366556,4
44239,771017,8
44232,170298,2
44230,464852,5
44174,749611,8
44168,515932,6
44150,883417,10
44105,363039,4
44035,351090,4
44018,577130,6
44009,933343,10
44002,353330,4
43997,153388,2
43986,86916,1
43955,54841,1
43940,845043,9
43922,71631,1
43922,561088,6
43909,52779,1
43880,536072,6
43877,481047,5
43867,643574,7
43835,799344,9
43825,482470,5
43814,351745,4
43766,337240,4
43762,367119,4
43739,448048,5
43736,75747,1
43716,210379,2
43713,800554,9
43712,668231,7
43671,375646,4
43642,805300,9
43637,934648,10
43609,688214,8
43595,668128,7
43566,547554,6
43551,747082,8
43541,263283,3
43539,358396,4
43535,600101,7
43510,87952,1
43507,564686,6
43445,811658,9
43427,876186,10
43425,540979,6
43425,899337,10
43352,371417,4
43344,643568,7
43336,705979,8
43333,621963,7
43317,608521,7
43305,831366,9
43279,180062,2
43255,808202,9
43254,529455,6
43232,261118,3
43196,440521,5
43179,558977,6
43162,828449,9
43133,802275,9
43128,627674,7
43112,937556,10
43106,960103,10
43094,846859,9
43064,631890,7
43063,248574,3
43059,681439,8
43009,897762,10
42913,613745,7
42888,717523,8
42881,160883,2
42869,460750,5
42824,808485,9
42808,356744,4
42782,859065,9
42741,909246,10
42712,790958,9
42657,743708,8
42656,902405,10
42625,183624,2
42617,43128,1
42602,750970,8
42601,765467,8
42558,818070,9
42522,910362,10
42510,350626,4
42509,206322,2
42426,408114,5
42397,146424,2
42388,892629,10
42268,739060,8
42246,629717,7
42241,545712,6
42240,288342,3
42231,389478,4
42186,794235,9
42165,838286,9
42163,470198,5
42145,309953,3
42144,275925,3
42123,848241,9
42087,308780,3
42068,414918,5
42058,529604,6
42058,721288,8
42054,640846,7
42030,833614,9
42021,220120,3
42011,922545,10
41962,184322,2
41941,722212,8
41896,465599,5
41895,195204,2
41890,572244,6
41861,429781,5
41831,210820,2
41823,615204,7
41789,310273,3
41780,240678,3
41746,803947,9
41715,88960,1
41705,265093,3
41684,550100,6
41533,823070,9
41521,603266,7
41503,829725,9
41475,260168,3
41468,806464,9
41457,506818,6
41456,83106,1
41436,612294,7
41426,30586,1
41323,918335,10
41316,230276,3
41294,157544,2
41262,661227,7
41249,566489,6
41236,610483,7
41218,190962,2
41183,142477,2
41162,759592,8
41157,144403,2
41137,219300,3
41130,294788,3
41090,827857,9
41088,891232,10
41085,165606,2
41078,698823,8
41070,915956,10
41067,268420,3
41022,745900,8
41011,416444,5
41009,811155,9
40998,560687,6
40993,546192,6
40991,907634,10
40985,630228,7
40952,146234,2
40927,354355,4
40918,628937,7
40887,91418,1
40821,528779,6
40793,632895,7
40780,279764,3
40768,152307,2
40722,627313,7
40682,349599,4
40618,466987,5
40595,574582,6
40463,750685,8
40445,258148,3
40434,180166,2
40427,885982,10
40422,440794,5
40409,548527,6
40390,923294,10
40382,82656,1
40374,676420,7
40347,737683,8
40335,364521,4
40329,78371,1
40310,358030,4
40299,590198,7
40283,282540,3
40267,546034,6
40257,737672,8
40255,73157,1
40241,732311,8
40204,813234,9
40183,173815,2
40179,342713,4
40173,831691,9
40170,809428,9
40132,671474,7
40129,77544,1
40096,803903,9
40064,938729,10
40026,894373,10
40018,376079,4
40017,271268,3
39989,698739,8
39981,367465,4
39942,151069,2
39870,80406,1
39822,537623,6
39802,242047,3
39782,550864,6
39748,780284,9
39728,911717,10
39709,535400,6
39699,911305,10
39656,522154,6
39649,263936,3
39647,721511,8
39634,353151,4
39630,357600,4
39591,810610,9
39504,456419,5
39487,274763,3
39442,914848,10
39413,49883,1
39399,185302,2
39398,143560,2
39322,925933,10
39305,539894,6
39301,787012,9
39288,474498,5
39287,524367,6
39217,275441,3
39164,392624,4
39148,818624,9
39122,143556,2
39099,734844,8
39056,583302,6
39016,114922,1
38974,628966,7
38917,349684,4
38896,343979,4
38887,409982,5
38857,809501,9
38853,645222,7
38829,905749,10
38782,266027,3
38775,898433,10
38775,245246,3
38760,44572,1
38755,292316,3
38744,530589,6
38720,57185,1
38671,466955,5
38666,120594,1
38645,268537,3
38644,693237,8
38570,642047,7
38566,725512,8
38544,699219,8
38540,644689,7
38527,719158,8
38502,885826,10
38459,786132,9
38374,477609,5
38335,692938,8
38329,378237,4
38301,347578,4
38278,854365,9
38276,700340,8
38221,259058,3
38212,277389,3
38211,788631,9
38201,955338,10
38192,807927,9
38064,218500,2
38046,271021,3
37966,623060,7
37921,531433,6
37817,384732,4
37773,964295,10
37745,746698,8
37740,254449,3
37716,560023,6
37710,149413,2
37673,274650,3
37607,496596,6
37601,538683,6
37570,215459,2
37540,271590,3
37536,542677,6
37515,182742,2
37478,922426,10
37467,764425,8
37448,260198,3
37397,919008,10
37390,924863,10
37384,125846,1
37331,203066,2
37308,534699,6
37301,545344,6
37296,915476,10
37232,98040,1
37176,707093,8
37165,488034,5
37160,226436,3
37135,156085,2
37056,250300,3
37037,149619,2
37036,784506,9
37031,918299,10
36884,347185,4
36840,69921,1
36834,631497,7
36818,535083,6
36732,911148,10
36727,828451,9
36615,56398,1
36577,45435,1
36553,269620,3
36552,453575,5
36493,806519,9
36484,803347,9
36460,150321,2
36448,797208,9
36423,942220,10
36353,292025,3
36255,261595,3
36198,908172,10
36176,910781,10
36116,600384,7
36088,70339,1
36062,765692,8
36058,493101,5
36052,539481,6
36045,660801,7
36024,649404,7
36017,103696,1
35898,607202,7
35892,339407,4
35864,529589,6
35818,717236,8
35778,787879,9
35747,737666,8
35736,890879,10
35730,171812,2
35653,355334,4
35646,513699,6
35642,619667,7
35617,102595,1
35554,61115,1
35545,359269,4
35543,121657,1
35513,635146,7
35450,635543,7
35432,369570,4
35401,736919,8
35398,654727,7
35397,647239,7
35336,91435,1
35330,37171,1
35206,594085,7
35142,618254,7
35136,722744,8
34994,819074,9
34992,469761,5
34965,896733,10
34912,589729,7
34883,69209,1
34806,85481,1
34768,212546,2
34627,68266,1
34613,179254,2
34600,627289,7
34568,201144,2
34517,772087,8
34508,596044,7
34434,885990,10
34392,363924,4
34366,623559,7
34205,914148,10
34189,518112,6
34098,412920,5
33889,914364,10
33851,651458,7
33838,918976,10
33830,713410,8
33828,447523,5
33748,262245,3
33743,252297,3
33740,145707,2
33688,248592,3
33647,84894,1
33641,332809,4
33613,461880,5
33581,915674,10
33474,243859,3
33467,536927,6
33445,754131,8
33363,387599,4
33356,256879,3
33296,168154,2
33243,147037,2
33205,809754,9
33188,351434,4
33170,560219,6
33129,447363,5
33088,831868,9
33050,923204,10
33050,345936,4
32943,921067,10
32910,650486,7
32842,915476,10
32823,310130,3
32593,195882,2
32553,518430,6
32544,86446,1
32276,912286,10
32238,250857,3
32167,496663,6
32125,614191,7
32121,455414,5
32029,906253,10
32027,895317,10
32024,882653,10
31992,788791,9
31934,745007,8
31919,542327,6
31877,514639,6
31800,635005,7
31788,267477,3
31782,634257,7
31751,874322,10
31749,204908,2
31741,545934,6
31707,137376,2
31619,79163,1
31588,519755,6
31432,622966,7
31420,85640,1
31316,248751,3
31279,284251,3
31277,43140,1
31209,172808,2
31201,167721,2
31124,469373,5
31124,638730,7
31067,485507,5
31047,213949,2
31026,738482,8
31002,250740,3
30960,595832,7
30862,449187,5
30815,791827,9
30786,835565,9
30734,211364,2
30488,472500,5
30410,553891,6
30309,248350,3
30240,624553,7
30210,410979,5
30077,204678,2
30053,656749,7
30047,891451,10
29819,704993,8
29738,312563,4
29610,341089,4
29591,717828,8
29507,933665,10
29439,442702,5
29391,314641,4
29165,651843,7
29158,792618,9
28963,182317,2
28885,238944,3
28859,638016,7
28771,873443,10
28747,177229,2
28694,819742,9
28565,173833,2
28471,827311,9
28470,452079,5
28429,81675,1
28407,91680,1
28384,309184,3
28356,564992,6
28241,180070,2
28208,277737,3
27985,900463,10
27925,901773,10
27835,208220,2
27782,712942,8
27767,366096,4
27753,811718,9
27525,361072,4
27451,280214,3
27436,154769,2
27431,165301,2
27362,79751,1
27358,656490,7
27264,94283,1
27183,720742,8
27128,81936,1
27095,243956,3
26945,655110,7
26823,54084,1
26797,743541,8
26757,343632,4
26644,180665,2
26610,343289,4
26435,623795,7
26338,254708,3
26162,730548,8
26156,289557,3
26112,137487,2
26110,71269,1
25999,264110,3
25958,626300,7
25948,794820,9
25859,541527,6
25804,547345,6
25794,790661,9
25757,769857,8
25648,455575,5
25632,446526,5
25620,559114,6
25527,33044,1
25296,897016,10
25281,109130,1
25219,915687,10
25197,294165,3
25088,446238,5
25001,380450,4
24855,261147,3
24805,496791,6
24735,249178,3
24694,835374,9
24676,596472,7
24674,212531,2
24661,789814,9
24639,477730,5
24615,901553,10
24503,591990,7
24311,903536,10
23915,436010,5
23882,241556,3
23441,901628,10
23435,547197,6
23424,852648,9
23197,216135,2
22454,63280,1
21944,532792,6
21923,186491,2
21837,86607,1
21824,807987,9
21705,90688,1
21605,106147,1
21595,714134,8
21357,471340,5
21057,696902,8
21055,279466,3
21009,816395,9
20991,447550,5
20709,346657,4
20492,481984,5
20360,668758,7
20353,906573,10
19511,61096,1
19489,67756,1
19038,297588,3
18976,43029,1
18522,123230,1
18480,805297,9
18337,102122,1
18028,547182,6
17803,536793,6
17635,242149,3
17406,669558,7
17381,797457,9
17360,185388,2
16931,579004,6
16590,538449,6
16156,899631,10
15993,754505,8
15894,198415,2
15605,370526,4
15591,174560,2
15247,85153,1
14698,125514,1
13978,832223,9
13421,199497,2
12570,848814,9
12232,82854,1
11323,732910,8
11158,646266,7
9992,882078,10
9223,179157,2
8973,32799,1
8118,622660,7
8094,417063,5
6710,620712,7
6700,55676,1
5369,587790,6
1560,67649,1
1371,571976,6
58208,144153,2
58219,840116,9
58236,820137,9
58257,956720,10
58263,530224,6
58263,623165,7
58274,727242,8
58278,537137,6
58283,150737,2
58287,166534,2
58301,197687,2
58307,614237,7
58340,923583,10
58343,908576,10
58356,745186,8
58360,443436,5
58366,445564,5
58369,362649,4
58377,249149,3
58390,441838,5
58398,256159,3
58429,300167,3
58443,77127,1
58456,618788,7
58466,433428,5
58471,646649,7
58473,283990,3
58478,910638,10
58479,457854,5
58484,187345,2
58497,446923,5
58511,257171,3
58518,942131,10
58521,337760,4
58525,891174,10
58531,286700,3
58535,171907,2
58559,89081,1
58572,163074,2
58581,814070,9
58592,162829,2
58604,467185,5
58612,103248,1
58618,795488,9
58629,372490,4
58675,537496,6
58677,396121,4
58686,174803,2
58705,647680,7
58706,831777,9
58712,853866,9
58736,789942,9
58742,248573,3
58749,630436,7
58755,68400,1
58776,650956,7
58778,90821,1
58827,100725,1
58868,684349,8
58882,103312,1
58889,260878,3
58898,619089,7
58922,888928,10
58932,100596,1
58952,368498,4
58960,376582,4
58960,829870,9
58961,604424,7
58972,271546,3
59016,533745,6
59019,366693,4
59025,90174,1
59031,381757,4
59040,375569,4
59050,174467,2
59056,380914,4
59058,543055,6
59061,461825,5
59061,812568,9
59062,116888,1
59064,255652,3
59068,180432,2
59072,805447,9
59077,533088,6
59091,448085,5
59097,704361,8
59108,441518,5
59132,90323,1
59139,233759,3
59156,610744,7
59158,290622,3
59163,426635,5
59167,901602,10
59181,439762,5
59191,136850,2
59214,86819,1
59217,658904,7
59221,809381,9
59235,182207,2
59240,394075,4
59241,889481,10
59245,437209,5
59258,179191,2
59258,531377,6
59262,762570,8
59285,70313,1
59287,730872,8
59288,512562,6
59293,733984,8
59304,667733,7
59304,619462,7
59307,826640,9
59317,340280,4
59320,350920,4
59325,89501,1
59342,152950,2
59349,613143,7
59363,735456,8
59365,942674,10
59372,341994,4
59397,432476,5
59403,458162,5
59423,751412,8
59459,756661,8
59466,921188,10
59468,320318,4
59474,262676,3
59475,615286,7
59486,119634,1
59494,661537,7
59519,680784,8
59520,452736,5
59522,291126,3
59527,73378,1
59531,270527,3
59535,711474,8
59538,797795,9
59548,455374,5
59550,467661,5
59563,727877,8
59569,503657,6
59569,434203,5
